Credit_Score,Debt,Income,Loan_Amount,Account_Age,Years_Employed,Num_Bank_Accounts,Num_Credit_Cards,Gender,Married,Education_Level,Employment_Type,City,Housing_Status,Citizenship,Customer_ID,Zip_Code,Random_Code,Dependents,Credit_Cards_Limit,Approved
772,116737,356802,36146,1,10,4,1,Male,Yes,Bachelor,Private,Multan,Family,By Other Means,100215,40614,523875,0,199868,1
398,262968,66371,73260,11,13,2,6,Male,Yes,PhD,Self-employed,Lahore,Rent,By Birth,100216,91880,589495,3,233971,0
452,240417,569175,171375,10,27,9,1,Female,Yes,High School,Private,Karachi,Mortgage,By Other Means,100217,78463,385843,4,111261,0
637,117718,558147,211748,7,38,3,6,Male,No,Bachelor,Self-employed,Multan,Rent,By Other Means,100218,25659,335502,1,193489,1
462,328761,330483,190085,0,35,9,0,Male,No,Bachelor,Self-employed,Karachi,Family,By Birth,100219,43812,252914,4,108851,0
460,273661,504284,224292,25,10,4,3,Female,Yes,High School,Self-employed,Karachi,Own,By Birth,100220,47275,952688,2,375288,0
697,152755,517981,225848,2,40,7,2,Male,No,High School,Self-employed,Lahore,Own,By Birth,100221,60839,573687,3,143720,1
576,365212,204307,90066,7,39,7,5,Male,Yes,Bachelor,Self-employed,Karachi,Rent,By Other Means,100222,98642,200196,0,442292,0
803,207791,517516,224570,25,3,6,7,Female,No,PhD,Private,Lahore,Mortgage,By Other Means,100223,51036,193274,4,201463,1
691,249120,516372,137273,7,5,8,7,Female,No,PhD,Private,Karachi,Rent,By Other Means,100224,22225,605494,2,255881,0
434,254322,774927,80547,10,37,6,7,Female,Yes,PhD,Self-employed,Lahore,Mortgage,By Other Means,100225,66564,989805,1,392750,1
494,377160,664927,237265,28,18,9,4,Female,No,Bachelor,Government,Lahore,Own,By Birth,100226,41017,991445,0,431905,0
700,209485,186587,212159,20,30,5,4,Female,No,Bachelor,Private,Multan,Own,By Birth,100227,78907,600982,0,378376,0
332,272126,428632,60103,4,1,3,2,Male,Yes,PhD,Self-employed,Lahore,Rent,By Other Means,100228,57928,122090,1,131718,0
759,145711,486032,222214,7,24,5,4,Male,No,Bachelor,Self-employed,Karachi,Mortgage,By Other Means,100229,19871,570742,4,386429,1
769,70210,751870,148736,25,40,4,3,Male,Yes,High School,Government,Lahore,Mortgage,By Other Means,100230,88931,356267,2,295679,1
674,69852,397925,119008,20,10,3,5,Male,Yes,Master,Government,Multan,Mortgage,By Birth,100231,29679,597010,4,447946,0
321,375762,456962,205928,8,39,1,3,Male,No,Bachelor,Self-employed,Karachi,Mortgage,By Other Means,100232,81894,973912,1,77624,0
337,255139,194847,73624,16,20,8,7,Female,No,High School,Government,Multan,Own,By Other Means,100233,58009,786275,3,181942,0
529,9695,384211,46456,4,2,4,4,Male,Yes,PhD,Private,Islamabad,Own,By Other Means,100234,93134,345610,3,420197,1
664,48582,535255,244584,18,1,3,1,Male,Yes,PhD,Self-employed,Karachi,Own,By Birth,100235,78607,969196,1,275661,0
737,293238,543966,13664,18,10,4,7,Female,No,Bachelor,Private,Islamabad,Rent,By Birth,100236,76838,198718,0,497700,1
582,191707,294371,113384,1,23,1,5,Male,Yes,Master,Self-employed,Karachi,Own,By Other Means,100237,71904,605653,2,432398,0
326,284331,426247,188606,18,23,6,5,Female,Yes,High School,Private,Islamabad,Family,By Other Means,100238,47809,454078,2,419964,0
525,380157,259891,111229,22,20,3,7,Male,No,High School,Self-employed,Lahore,Rent,By Other Means,100239,89943,953151,0,154864,0
576,128721,655136,71696,14,24,8,4,Male,Yes,PhD,,Islamabad,Family,By Birth,100240,49427,234567,3,460536,1
583,106683,349708,146786,7,3,5,4,Female,Yes,Master,Government,Multan,Mortgage,By Birth,100241,46215,866723,0,72225,0
780,263358,665209,9312,30,39,9,2,Female,No,PhD,Self-employed,Multan,Family,By Other Means,100242,75686,577542,3,496008,1
752,286084,404758,111691,27,22,9,7,Female,Yes,Master,Self-employed,Islamabad,Mortgage,By Other Means,100243,64305,128396,4,226606,0
815,44406,169385,121936,23,23,2,3,Male,No,High School,Self-employed,Lahore,Own,By Birth,100244,63045,990630,1,434120,1
846,147049,265398,156917,26,20,5,5,Male,Yes,PhD,Self-employed,Islamabad,Family,By Birth,100245,96496,309847,3,179341,1
491,320558,357330,220758,7,1,7,1,Female,Yes,PhD,Private,Karachi,Rent,By Birth,100246,40989,635864,0,349015,0
348,363584,242832,186775,0,22,7,2,Female,No,PhD,Self-employed,Karachi,Mortgage,By Birth,100247,28900,396877,1,285334,0
811,235994,470967,40215,13,14,3,2,Female,Yes,Master,Government,Islamabad,Rent,By Other Means,100248,20755,835349,3,462037,1
316,365713,334636,92564,10,25,7,1,Male,No,High School,Private,Islamabad,Rent,By Other Means,100249,24809,315472,0,64295,0
471,187313,312508,232917,6,25,7,1,Male,Yes,Master,Self-employed,Karachi,Rent,By Other Means,100250,58173,386513,4,182742,0
519,204573,431577,107613,17,27,4,2,Female,Yes,PhD,Self-employed,Karachi,Own,By Birth,100251,48436,369936,0,226615,0
457,206205,612237,244956,26,25,7,4,Male,No,Bachelor,Private,Islamabad,Rent,By Birth,100252,77264,473627,4,139060,0
776,60481,126330,127184,14,1,8,6,Male,No,Bachelor,Private,Lahore,Family,By Birth,100253,57293,953936,1,189990,0
345,238084,444286,177150,9,34,3,1,Female,No,High School,Self-employed,Lahore,Own,By Birth,100254,13650,352495,4,367229,0
672,289884,123722,41264,3,31,2,7,Male,No,High School,Private,Karachi,Mortgage,By Other Means,100255,21866,672133,3,67418,0
817,325472,697769,170556,20,29,9,5,Female,No,High School,Government,Multan,Mortgage,By Other Means,100256,38474,376906,4,407401,1
398,274025,49854,97995,27,19,7,0,Female,No,Bachelor,Self-employed,Lahore,Rent,By Other Means,100257,98630,568544,0,267447,0
336,299140,116742,91857,0,12,1,1,Female,No,Bachelor,Self-employed,Islamabad,Mortgage,By Birth,100258,25779,159269,3,416393,0
579,163249,663913,122602,13,26,9,5,Female,Yes,PhD,Private,Karachi,Mortgage,By Other Means,100259,83238,190050,4,292440,1
648,122196,573943,104976,19,22,5,2,Male,Yes,High School,Government,Lahore,Family,By Other Means,100260,59695,213077,0,459600,1
796,37177,449581,178234,19,15,2,0,Male,No,Master,Government,Lahore,Family,By Birth,100261,15837,734057,1,161933,1
601,66126,496514,203063,24,30,7,2,Male,Yes,High School,Self-employed,Lahore,Rent,By Other Means,100262,28351,419768,2,370315,1
480,318675,250305,215639,8,11,9,3,Female,No,High School,Government,Multan,Rent,By Birth,100263,69514,726043,0,376172,0
398,26119,141232,247608,12,32,3,3,Female,No,PhD,,Karachi,Family,By Other Means,100264,89349,961822,3,350329,0
415,-117744,732084,93465,28,37,4,4,Male,Yes,PhD,Government,Islamabad,Family,By Birth,100265,89754,270428,1,433323,1
490,116894,297599,233745,26,31,9,7,Female,Yes,High School,Self-employed,Islamabad,Rent,By Other Means,100266,16786,270661,1,416734,0
552,158987,763106,119644,25,1,2,7,Female,Yes,PhD,Self-employed,Karachi,Family,By Birth,100267,36766,588483,1,353414,0
460,395924,676334,44794,16,22,4,1,Female,No,Master,Government,Multan,Rent,By Birth,100268,54921,987336,4,79086,0
555,44989,212863,34237,23,31,5,6,Female,No,Bachelor,Government,Lahore,Own,By Other Means,100269,53015,401870,1,439838,0
622,284250,47429,118742,19,14,4,6,Male,No,Master,Self-employed,Multan,Own,By Other Means,100270,55145,651663,1,109622,0
427,279275,300217,70294,3,39,7,2,Female,Yes,Bachelor,Self-employed,Islamabad,Mortgage,By Other Means,100271,60515,541886,2,248125,0
317,308697,614495,238354,4,40,6,0,Female,No,PhD,Private,Lahore,Mortgage,By Birth,100272,54972,615651,4,82423,0
622,6553,50365,204079,17,39,9,5,Female,No,Bachelor,Private,Islamabad,Rent,By Other Means,100273,85313,529217,0,439428,0
587,17881,534824,242685,30,7,4,1,Female,No,Master,Government,Islamabad,Rent,By Birth,100274,83793,532647,0,303615,1
454,1379,787263,136439,16,21,9,4,Female,No,Bachelor,Self-employed,Islamabad,Rent,By Other Means,100275,31280,270250,3,486374,1
789,352935,524330,18417,20,37,1,2,Female,No,Master,Self-employed,Multan,Mortgage,By Other Means,100276,37024,319606,1,302697,1
685,367808,126657,57328,6,33,6,5,Female,No,Bachelor,Self-employed,Lahore,Family,By Other Means,100277,96312,996069,3,474733,1
403,69306,27784,204982,9,0,7,5,Male,No,PhD,Government,Lahore,Family,By Other Means,100278,91126,293097,0,460027,0
692,243825,394673,142845,8,9,9,2,Female,Yes,High School,Private,Multan,Mortgage,By Birth,100279,19675,252310,1,97320,0
545,104512,150229,150277,27,39,1,3,Female,Yes,Bachelor,Self-employed,Lahore,Own,By Other Means,100280,65306,951907,1,227357,0
475,-278494,252273,107116,27,15,1,4,Male,No,Master,Self-employed,Lahore,Rent,By Birth,100281,18251,908002,0,497086,0
338,99599,271428,60443,12,23,2,5,Female,No,PhD,Private,Lahore,Rent,By Other Means,100282,38692,949035,1,350276,0
776,81397,665201,223977,17,23,6,2,Female,Yes,Bachelor,Self-employed,Multan,Mortgage,By Birth,100283,97467,540252,4,468396,1
837,341653,540715,220189,11,13,3,3,Female,Yes,PhD,Self-employed,Karachi,Rent,By Other Means,100284,52842,753056,1,452384,0
707,17769,163363,190135,7,25,6,6,Male,No,High School,Private,Islamabad,Family,By Other Means,100285,42334,909677,1,489349,0
824,178321,497678,52119,22,38,2,6,Male,Yes,Master,Private,Islamabad,Rent,By Birth,100286,57078,450043,3,384911,1
805,101584,525092,38668,17,17,6,3,Female,Yes,High School,Self-employed,Multan,Family,By Birth,100287,39180,385313,2,434588,1
335,308509,219813,218184,4,19,7,0,Female,No,PhD,Self-employed,Karachi,Mortgage,By Birth,100288,18716,224155,0,298219,0
319,312329,253420,7770,6,40,6,5,Male,No,High School,Self-employed,Islamabad,Own,By Birth,100289,76221,767781,0,122488,0
620,133858,115830,198609,14,35,2,4,Female,No,PhD,Private,Karachi,Rent,By Birth,100290,53316,876343,0,184037,0
811,231609,318345,180380,2,23,5,4,Female,No,High School,Self-employed,Karachi,Mortgage,By Birth,100291,32200,598893,3,274461,1
699,126525,452695,42948,17,25,6,6,Female,No,Master,Private,Multan,Rent,By Other Means,100292,28102,900547,1,268366,1
770,394836,92920,118612,5,28,8,2,Male,No,Bachelor,Self-employed,Karachi,Family,By Other Means,100293,15130,100641,2,312634,0
442,36303,233869,186174,25,21,9,6,Male,No,High School,Government,Islamabad,Rent,By Birth,100294,52576,749726,3,246562,0
391,19589,481811,241055,28,10,5,0,Female,No,Master,Self-employed,Karachi,Mortgage,By Other Means,100295,32525,693346,2,308212,0
653,265026,707094,139678,5,40,7,1,Female,Yes,Bachelor,Self-employed,Islamabad,Mortgage,By Birth,100296,77169,794428,4,454189,1
350,180394,764287,85214,26,10,4,2,Male,Yes,PhD,Self-employed,Lahore,Family,By Other Means,100297,10654,967542,4,124469,0
489,129236,101451,124726,19,2,5,3,Female,No,Bachelor,Government,Multan,Rent,By Birth,100298,63486,117779,3,96563,0
424,271889,781177,38025,0,20,1,1,Female,No,PhD,Private,Lahore,Own,By Other Means,100299,62124,784159,3,190969,0
449,15861,394313,55373,20,10,3,1,Male,Yes,Master,Self-employed,Karachi,Mortgage,By Birth,100300,53684,975825,2,449861,0
613,91707,119978,19388,16,7,2,5,Male,No,Master,Private,Karachi,Rent,By Other Means,100301,16510,248803,3,282511,0
641,316405,62568,87570,10,30,6,7,Female,Yes,Bachelor,Private,Multan,Family,By Birth,100302,84682,745454,1,376851,0
604,255043,792874,113814,29,9,9,7,Female,No,Bachelor,Government,Lahore,Mortgage,By Other Means,100303,19263,629558,3,349856,1
353,133909,701153,35920,26,5,3,2,Female,Yes,PhD,Government,Lahore,Rent,By Birth,100304,57545,578315,3,346411,0
743,336279,334348,171265,23,16,2,5,Female,No,High School,Self-employed,Lahore,Family,By Other Means,100305,65849,171143,1,347744,0
563,54380,724825,151083,1,37,2,0,Male,No,Bachelor,Self-employed,Multan,Rent,By Other Means,100306,70663,556341,0,358564,1
352,348233,766201,102883,24,6,6,4,Female,Yes,High School,Government,Karachi,Family,By Birth,100307,85663,932743,0,429012,0
304,105025,736743,167326,8,31,6,0,Female,No,PhD,Government,Lahore,Rent,By Birth,100308,74944,996305,4,353900,1
402,180903,561055,63266,18,12,5,2,Female,Yes,High School,Self-employed,Karachi,Own,By Other Means,100309,79735,703857,3,50342,0
495,220421,320796,122847,5,5,9,4,Female,Yes,Bachelor,Self-employed,Karachi,Rent,By Other Means,100310,73324,965277,4,270206,0
649,244497,496948,234773,24,2,7,1,Male,Yes,Master,Private,Karachi,Family,By Other Means,100311,12641,278533,3,213063,0
346,160592,104244,16106,6,26,7,6,Female,Yes,Bachelor,Self-employed,Multan,Own,By Other Means,100312,39621,417016,1,306295,0
568,44397,426599,26786,3,25,1,6,Female,Yes,High School,Government,Islamabad,Own,By Other Means,100313,86535,940751,2,406736,1
669,339229,484000,192924,2,3,2,3,Male,Yes,Bachelor,Private,Multan,Mortgage,By Other Means,100314,55813,276383,3,378966,0
405,326009,383877,21944,1,36,3,5,Male,No,Bachelor,Private,Karachi,Mortgage,By Birth,100315,17869,415662,4,297964,0
419,318100,342233,78917,9,20,5,0,Female,Yes,Master,Private,Multan,Mortgage,By Other Means,100316,99971,790681,4,66158,0
357,362871,46440,177236,9,27,4,5,Male,Yes,High School,Private,Lahore,Family,By Other Means,100317,39272,984101,3,315213,0
645,277132,334587,212815,16,17,8,5,Male,Yes,High School,Private,Lahore,Family,By Other Means,100318,92523,658138,4,92489,0
773,158795,762126,164787,26,31,4,6,Male,No,High School,Private,Multan,Rent,By Other Means,100319,60020,208776,4,264140,1
416,33800,770550,190323,15,38,6,4,Male,No,High School,Government,Karachi,Own,By Other Means,100320,97342,647787,1,486553,1
426,158502,75919,204979,25,32,9,0,Female,Yes,Master,Government,Islamabad,Family,By Other Means,100321,15906,529903,4,191097,0
692,199548,167683,200578,26,25,2,4,Male,Yes,PhD,Self-employed,Islamabad,Rent,By Birth,100322,90627,919609,0,382815,0
357,257653,214555,101895,0,16,8,3,Male,No,PhD,Government,Karachi,Rent,By Birth,100323,71393,124903,0,404830,0
812,349473,435673,171881,11,28,5,5,Female,No,Master,Government,Islamabad,Family,By Other Means,100324,52830,625466,2,473039,1
395,52284,381970,11844,19,19,6,2,Male,No,High School,Self-employed,Karachi,Own,By Other Means,100325,88780,402298,0,431257,0
417,56232,643283,244273,19,29,3,6,Female,Yes,Bachelor,Private,Multan,Family,By Other Means,100326,10412,234770,0,101525,0
787,44420,703641,223390,24,4,8,2,Male,Yes,High School,Government,Lahore,Rent,By Birth,100327,68045,570003,1,486194,1
536,299854,691813,54864,9,5,2,4,Female,Yes,PhD,Government,Multan,Family,By Birth,100328,66945,568605,3,105879,0
571,92035,39507,237832,0,9,1,4,Male,No,Bachelor,Private,Islamabad,Mortgage,By Birth,100329,31706,787040,1,349786,0
488,293427,754756,212484,15,5,1,2,Female,Yes,PhD,Private,Karachi,Rent,By Other Means,100330,34061,385610,4,386914,0
746,197241,762004,224939,10,9,8,1,Male,No,High School,Government,Islamabad,Family,By Other Means,100331,13635,447560,0,158393,1
546,193529,486401,173246,3,20,2,6,Female,No,PhD,Private,Islamabad,Family,By Other Means,100332,57738,939356,4,462537,0
375,249863,512807,50933,2,3,5,1,Female,No,Master,Government,Islamabad,Own,By Birth,100333,11852,297356,3,150185,0
453,25968,295337,246167,24,12,2,6,Male,Yes,Master,Private,Multan,Own,By Other Means,100334,33463,155583,3,332329,0
734,-62508,509774,18144,12,9,4,1,Female,No,High School,Self-employed,Multan,Mortgage,By Other Means,100335,39592,883106,2,95703,1
385,235863,379336,12649,20,15,9,6,Female,Yes,Bachelor,Government,Lahore,Rent,By Other Means,100336,74097,465789,2,411101,0
584,194292,782431,172717,14,18,2,3,Male,Yes,Bachelor,Private,Multan,Mortgage,By Other Means,100337,98073,351068,1,319712,1
519,375579,756809,188746,24,5,4,7,Female,No,Bachelor,Private,Lahore,Mortgage,By Other Means,100338,66399,874288,0,280995,0
368,85366,346186,108955,9,25,5,4,Male,No,Master,Self-employed,Islamabad,Mortgage,By Other Means,100339,39174,873768,4,255745,0
346,5738,341660,17818,5,8,5,0,Female,No,Bachelor,Private,Lahore,Own,By Birth,100340,80963,598104,2,295667,0
393,3098,544168,41880,10,9,5,0,Male,Yes,PhD,Private,Lahore,Family,By Other Means,100341,58924,154129,3,230850,0
752,95424,494381,65109,24,39,2,4,Male,No,PhD,Private,Multan,Mortgage,By Birth,100342,34249,296143,3,394022,1
503,204705,181764,233381,0,2,8,2,Female,No,Bachelor,Government,Multan,Own,By Other Means,100343,84162,274598,2,320987,0
517,-78672,53512,173405,28,18,5,7,Male,No,Bachelor,Self-employed,Islamabad,Family,By Birth,100344,86869,316351,3,413222,0
773,300388,686079,59058,19,34,6,4,Male,Yes,Master,Self-employed,Multan,Family,By Birth,100345,31525,604412,0,52029,1
731,139325,730787,190647,3,5,8,1,Female,Yes,High School,Self-employed,Multan,Rent,By Birth,100346,35515,523481,0,104310,0
640,-316477,32402,161202,29,28,8,1,Female,Yes,Master,Government,Multan,Own,By Other Means,100347,31881,262414,1,368581,0
850,125349,664052,162788,25,18,7,0,Male,No,Master,Private,Islamabad,Mortgage,By Other Means,100348,35456,630052,0,196706,1
588,50969,684576,239353,9,14,8,4,Male,No,High School,Government,Multan,Rent,By Birth,100349,92468,736001,2,290233,1
553,90744,265739,36297,21,37,7,0,Female,Yes,PhD,Self-employed,Islamabad,Family,By Other Means,100350,22990,302022,2,116479,1
656,201495,51050,24062,25,20,6,2,Female,No,High School,Self-employed,Karachi,Mortgage,By Other Means,100351,57062,289070,0,245626,0
322,117286,640096,34492,14,38,5,5,Female,Yes,Bachelor,Self-employed,Lahore,Mortgage,By Birth,100352,64658,279313,2,398342,1
821,75028,70093,243151,30,22,5,5,Male,No,PhD,Government,Karachi,Family,By Birth,100353,49084,835557,1,245081,1
399,297565,25050,91861,28,19,8,5,Male,No,PhD,Government,Karachi,Rent,By Other Means,100354,61289,767879,1,337215,0
479,394670,135455,192553,0,1,1,3,Female,Yes,Bachelor,Private,Karachi,Rent,By Other Means,100355,98936,668171,3,55265,0
522,38575,415654,211796,25,31,2,6,Female,Yes,High School,Government,Lahore,Rent,By Other Means,100356,74674,131775,1,389654,0
741,-3192,536929,202449,20,27,1,3,Male,Yes,Bachelor,Private,Multan,Family,By Birth,100357,42193,366676,4,87171,1
624,111116,591719,146639,14,3,7,2,Female,Yes,PhD,Private,Islamabad,Own,By Other Means,100358,84579,125530,0,296124,0
815,390018,263445,41806,2,6,9,1,Female,No,High School,Private,Multan,Family,By Birth,100359,49035,678434,2,238463,0
315,81311,298904,105108,0,2,7,1,Male,No,PhD,Self-employed,Lahore,Family,By Other Means,100360,32993,406328,2,364065,0
635,80781,691833,79457,5,24,9,7,Male,Yes,PhD,Private,Islamabad,Mortgage,By Birth,100361,64824,329432,1,102876,1
557,36527,63815,74885,18,8,4,1,Female,Yes,Bachelor,Government,Karachi,Family,By Birth,100362,20061,410800,1,234425,0
796,52181,737820,80191,3,22,7,0,Female,No,Master,Government,Karachi,Family,By Birth,100363,44779,600473,1,191517,1
459,91472,422473,52674,11,22,7,6,Female,Yes,Bachelor,Self-employed,Karachi,Own,By Other Means,100364,12525,243534,2,261377,0
774,81219,632274,85415,24,25,2,5,Male,No,PhD,Self-employed,Multan,Family,By Other Means,100365,58143,147997,4,324790,1
679,119783,45634,206554,1,39,2,0,Female,No,High School,Self-employed,Multan,Mortgage,By Other Means,100366,75841,566698,2,366219,1
844,161554,342547,48127,16,17,8,3,Male,Yes,High School,Government,Karachi,Rent,By Birth,100367,91399,767042,1,498872,1
726,179300,66573,159574,25,23,2,1,Male,Yes,Master,Government,Karachi,Mortgage,By Birth,100368,85171,305208,4,346833,0
567,83265,768072,100029,5,26,1,1,Female,Yes,Bachelor,Private,Islamabad,Own,By Birth,100369,72842,269872,1,118093,1
716,50126,6713870,208265,11,1,1,6,Male,No,PhD,Government,Karachi,Mortgage,By Birth,100370,39009,265814,4,420610,1
467,282689,473413,186796,30,0,1,5,Female,No,High School,Self-employed,Karachi,Rent,By Birth,100371,88022,622089,1,195084,0
342,55114,34570,214874,14,15,6,6,Female,No,Bachelor,Private,Islamabad,Rent,By Other Means,100372,97306,729769,4,52850,0
584,355884,317567,142312,16,23,5,7,Female,No,High School,Private,Lahore,Family,By Birth,100373,67230,611899,0,158739,0
696,-206422,100263,222958,0,35,7,2,Female,Yes,PhD,Self-employed,Multan,Mortgage,By Birth,100374,89533,121186,4,441874,1
